Generation, Average, Best, Worst
0, 0.05870680555555558, 0.4785, 0
1, 0.059916527777777784, 0.4785, 0
2, 0.06255654513888889, 0.4785, 0
3, 0.06414210069444444, 0.4785, 0
4, 0.06688000000000001, 0.4785, 0
5, 0.06947357638888889, 0.4785, 0
6, 0.07124286458333333, 0.4785, 0
7, 0.07960440972222221, 0.4785, 0
8, 0.08229199652777776, 0.47983333333333333, 0
9, 0.08507619791666667, 0.47983333333333333, 0
10, 0.08825640624999999, 0.47983333333333333, 0
11, 0.08926032986111114, 0.47983333333333333, 0
12, 0.09246045138888886, 0.48183333333333334, 0
13, 0.09620619791666668, 0.48183333333333334, 0
14, 0.10488460069444444, 0.48183333333333334, 0
15, 0.10795020833333331, 0.48183333333333334, 0
16, 0.11235149305555553, 0.48183333333333334, 0
17, 0.11872774305555556, 0.48183333333333334, 0
18, 0.11991121527777776, 0.48183333333333334, 0
19, 0.12397217013888888, 0.48183333333333334, 0
20, 0.12969046874999998, 0.48183333333333334, 0
21, 0.13382921875, 0.48183333333333334, 0
22, 0.14225736111111112, 0.48183333333333334, 0
23, 0.14410708333333333, 0.48183333333333334, 0
24, 0.15144552083333337, 0.48183333333333334, 0
25, 0.14998355902777774, 0.48183333333333334, 0
26, 0.15299666666666664, 0.4836666666666667, 0
27, 0.15528675347222226, 0.4836666666666667, 0
28, 0.16340022569444448, 0.4836666666666667, 0
29, 0.16702671875000005, 0.4836666666666667, 0
30, 0.17101230902777778, 0.4836666666666667, 0
31, 0.17867718749999997, 0.4836666666666667, 0
32, 0.1794881770833334, 0.4836666666666667, 0
33, 0.18368777777777778, 0.4836666666666667, 0
34, 0.1887018229166667, 0.484, 0
35, 0.18974781249999997, 0.4841666666666667, 0
36, 0.19735055555555558, 0.4851666666666667, 0
37, 0.19933472222222215, 0.4851666666666667, 0
38, 0.20651468750000002, 0.4851666666666667, 0
39, 0.20745956597222223, 0.4851666666666667, 0
40, 0.2123721875, 0.4851666666666667, 0
41, 0.2121019791666667, 0.48783333333333334, 0
42, 0.22008322916666664, 0.48783333333333334, 0
43, 0.22689137152777772, 0.48783333333333334, 0
44, 0.2314191319444445, 0.492, 0
45, 0.23143328125000007, 0.492, 0
46, 0.23381555555555555, 0.492, 0
47, 0.23762449652777776, 0.492, 0
48, 0.24220057291666666, 0.492, 0
49, 0.24588152777777775, 0.492, 0
50, 0.24684581597222222, 0.49833333333333335, 0
51, 0.2512758333333333, 0.49833333333333335, 0
52, 0.25708352430555553, 0.5016666666666667, 0
53, 0.2607815798611111, 0.5016666666666667, 0
54, 0.2617950520833334, 0.5016666666666667, 0
55, 0.26598991319444437, 0.5016666666666667, 0
56, 0.2674092361111111, 0.5016666666666667, 0
57, 0.2669840451388888, 0.5016666666666667, 0
58, 0.271518142361111, 0.5016666666666667, 0
59, 0.27727734374999996, 0.5016666666666667, 0
60, 0.2818919444444445, 0.5016666666666667, 0
61, 0.27678875000000003, 0.5016666666666667, 0
62, 0.2828651562500001, 0.5016666666666667, 0
63, 0.2857604513888889, 0.5056666666666667, 0
64, 0.2880348958333333, 0.5056666666666667, 0
65, 0.2931575, 0.5056666666666667, 0
66, 0.3001672395833333, 0.5056666666666667, 0
67, 0.3081475173611111, 0.5056666666666667, 0
68, 0.31362645833333336, 0.5056666666666667, 0
69, 0.318715954861111, 0.5056666666666667, 0
70, 0.32375937499999996, 0.5056666666666667, 0
71, 0.32779729166666677, 0.5056666666666667, 0
72, 0.33254380208333334, 0.5056666666666667, 0
73, 0.3347565451388889, 0.5056666666666667, 0
74, 0.3357973437500001, 0.5056666666666667, 0
75, 0.3381603645833334, 0.5056666666666667, 0
76, 0.338208767361111, 0.5056666666666667, 0
77, 0.34015519097222224, 0.5056666666666667, 0
78, 0.34769013888888883, 0.5056666666666667, 0
79, 0.348635017361111, 0.5056666666666667, 0
80, 0.35166739583333334, 0.5056666666666667, 0
81, 0.3536671527777779, 0.5056666666666667, 0
82, 0.3557196701388888, 0.5056666666666667, 0
83, 0.3596463715277778, 0.5056666666666667, 0
84, 0.3660805381944445, 0.5056666666666667, 0
85, 0.36791548611111113, 0.5056666666666667, 0
86, 0.3713338888888888, 0.5056666666666667, 0
87, 0.37422843750000007, 0.5056666666666667, 0
88, 0.3758507291666667, 0.5056666666666667, 0
89, 0.37563772569444437, 0.5056666666666667, 0
90, 0.377712829861111, 0.5056666666666667, 0
91, 0.38069125000000015, 0.5056666666666667, 0
92, 0.3805523611111112, 0.5056666666666667, 0
93, 0.3821445659722223, 0.5056666666666667, 0
94, 0.3846142881944445, 0.5056666666666667, 0
95, 0.3846803993055555, 0.5056666666666667, 0
96, 0.3872763888888889, 0.5056666666666667, 0
97, 0.39262557291666655, 0.5056666666666667, 0
98, 0.39398394097222234, 0.5056666666666667, 0
99, 0.39620640625, 0.5056666666666667, 0
